business_id,date,review_id,stars,text,type,user_id,cool,useful,funny,text_length,word_count
eIxSLxzIlfExI6vgAbn2JA,2011-04-21,TeOHcNOhqCK31DXa5do3ew,2,burgers were terribly unoriginal.  french fries came strait out of the safeway freezer section.  the guy working was so hungover it was kind of sad to watch.,review,5bs9-7Fwjuv4HiQNFVZTEw,0,1,1,157,27
52QtjHlHoa7V611bOvv1aw,2010-05-16,IZvHtSx-eeLZv0F6rimZzw,5,"Beautiful restaurant! Terrrific service! 

Wonderful, fresh and authentic cuisine - what more can I say but don't miss the Carpaccio!",review,U4E0mci8eBfGlwFLWo2cIA,2,2,0,133,20
hh2lP4_2N-tk_OxmaTf_qA,2010-08-04,VgFeoe5kTEBuiQt9MGDlEQ,5,"Great views, great food, great service and great atmosphere!  We thoroughly enjoyed our dinner here and couldn't believe the neighborhood special - 3 courses for $35!

The split pea soup was amazing as well as the bing cherry cheesecake...yum!",review,pEVf8GRshP9HUkSpizc9LA,0,0,0,243,39
KoJ4jNSmqYbmKqcoh-2dNA,2012-01-11,AOVQib06pMJF89eCLW3KIw,2,"Successfully blending the idea of bar food and airline food into one very disappointing meal. A poor choice for breakfast due to mealy/watery eggs, cold potatoes and bland salsa. Even the grapefruit juice lacked flavor.",review,DV7z89n3cl2KubYFmRmdCw,0,2,0,219,35
1udzLbeQxmLTbOtgyVP0kQ,2012-11-17,YdrffsqmsOZX81hYvK8Qwg,5,Delish & authentic! The serving was generous (meat combo fed 2). The injera was good (not too thick/doughy). Spicy and yummy. I would like to return and experience their coffee ceremony.,review,TmC0qdyUgXCkKK47vwLRPQ,0,2,0,186,31
vN4mFODLd-gLmDg261wsyw,2012-07-08,DPWM24p4SQN6jPwx2fIQgA,5,There is something for everyone on the menu. It's more than pizza. The service is great. Get a table on the terrace and you get the view of the park and fountain. I will keep going back.,review,wNxyGjz8b46qT1KAHjuYrQ,0,0,0,186,37
VbXy3tH5RAu7HjT7VeMMgA,2010-08-25,iGP6QWXXBflfRxZ4q_m6jw,2,"Not good.
Very bland Thai food, ugh, the two words do not belong together, bland and Thai!
The Peanut sauce was the worst ever.
The Pad Thai and Tom Ka Gai soup were blech.
Fresh rolls large but no flavor.
The service was decent though.
Just disappointing.",review,SwFbQrbTboesoC9hUb4vOw,0,1,0,256,47
fF6m3qsD5blnwuZRuYhzWg,2009-12-10,CrkKhtPW4_b7uNJ-yvXuAA,4,"There have to be some considerations made when attending Frank and Lupe's: First off, you have to understand that it's not GREAT Mexican food. That is to say, it's not real high quality, but more of what you would get at your buddies grandma's house. The second is that the service is somewhat spotty at times. You give your order to the ""waiter"", who then disappears as you are serviced throughout the nite by the ""bus boys"". Getting the check is the hardest thing there is. 

Having said all that, this place is TAST-TEE! I can't get enough of their enchilada's. If you're lucky enough to be there when they are doing their Poblano Chile enchiladas, get them! They are amazing. The chicken mole enchilada plate is also incredibly delicious. And sopapilla's??? WHERE THE HELL HAVE THESE THINGS BEEN ALL MY LIFE?!?!?! Drizzle some honey on these bad boys and enjoy throughout the meal. 

Like I said, you have to understand what you're getting into with Frank and Lupe's and if you can look past a few of their shortcomings, the food, atmosphere, and prices here are some of the best in town!",review,V9Uqt00HXwXT6mzsVCjMAw,0,0,0,1092,193
nqD620A6r3hcysgkQ6w30g,2012-07-12,2pMxoxw9ZGb1W1aOiAnQ7w,3,"The people who are either stocking the shelves, cleaning the floors, or behind the counter have all been polite so far. I have nothing really bad to say, but nothing really great either. Keep perservering...maybe I'll write another review when something outrageous happens :)",review,mRAPMBM3dbw8KXNit1aDCw,0,2,0,275,44
IuAPYzf3NSyfyXYgT46YVA,2011-11-18,TMgkOvM1iBpkiZADCZdT2g,2,"Two stars for bad service and, damn, I have to the tell the truth, a lousy appetizer.  Had the braised leeks to start, which appeared to have been made less of leeks and more of a white cheese that I can only assume had been allowed to congeal into a rubbery mat beneath a heat lamp.  It was literally impossible to cut into bite-sized pieces, and was tasteless besides.  

Then, after at least a half an hour wait, pasta with chanterelles.  The shrooms were great, and I have to say I enjoyed fennel for the first time in my life, but the pasta was enormous in size and there was an awful lot of it.

But one of my friends had the fried green tomatoes, which were wonderful, and another had the brussell sprouts, also wonderful, and the butterscotch pudding dessert with the nutmeg whipped cream was simply divine.

They were very busy (our reserved table was 20 minutes late and the seats were still warm when we sat down), so I'm thinking they were just run off their feet.  I'd give them another chance.

Oh, and a delightful Arizona sauvignon blanc.  I'm told they serve only Arizona wines, which is kinda cool..",review,-UyNlq8TwNTY0faXlAgJOQ,0,1,0,1117,203
PkG9bV1SvfOydOCCnDUGgw,2010-08-04,qTuisLGKbQCXLlUZUeGciQ,4,"Want a unique date night?  Craving for something to do on your own?  Want to have an avenue to express your inner artistic abilities?  OK, here you go!

Very interesting concept: Pick a piece of pottery, think of what you would like to design on it, you can draw your idea on with pencil, go grab your paints, brush, sponges, or stencils, and away you go.  They will then fire & glaze it, ready to pick up your masterpeice in a few days,

A great place to zen out and leave all your stress and worries at the door.  

Good for a keepsake, special gift, 1-of-a-kind conversation piece, or create a memory.

1 star lost for the very annoying and extremely intrusive studio ""helper"" which I will leave un-named.  Kinda ruined alot of the experience.  I should say that if you need assistance, you can have it, but when you do NOT need it, well, please leave us alone - ie: i f you are in Barnes & Noble, you don't need a clerk to repeatedly come up to you every 10 mins to ask if you are going to buy that book or they read it, or do you want a better suggestion..... ect.",review,h7v_M_0-YVpSVZ2WD7FpAA,0,1,1,1069,205
mKtHJOe1rtf-zGewKpAqrw,2012-10-23,i4kZYaGypxV6LPCroMK5-A,1,"One stop has one goal and that is to get the $80. diagnosis fee and split.  Francisco told me i needed to spend over $1300. for parts the manufacturer only charges $316 for. Stay away! I intend to file a complaint with the Attorney Generals office today, hopefully they will stop this nonsense.",review,DYDCOM77BTeQo18Z5tYlag,1,2,0,294,53
un3KC2gyMrSG6yqjVRctXg,2011-03-31,f1jNO3ep2cxzJvigO02sYQ,4,"This place is GREAT! I must have passed it a million times without knowing that it was tucked away in the complex. The sushi was awesome, the drinks were very reasonabally priced, we loved the decor and the atmosphere was very nice, kinda romantic if you are seated in the back away from the sushi bar. The service was great! We will definitely be going back.",review,bucwbyP1wOxRJe_RwmmAqw,0,0,0,359,66
0db71MbrvcJnyk71COCJBg,2012-01-23,tK-Mqf42lE1cX72RHoJnDQ,3,"Great food, bad service. Does anyone speak english in here?",review,KuPscbI0KPxudSMPZIcrCA,0,0,1,59,10
yGmdo1ENajB98iryHGoWFw,2012-11-07,GqMxrKvTrkDeG4ZS5mSlqg,2,"So the place has Christmas lights, and a fair amount of ambiance, and supposedly there's a shirtless shot at 1:00 - which might make going back worth it.  Other than that, the service was less than lackluster, the domestic kegs all seemed flat.  In other words, go somewhere else unless it's 1:00 and you want to see some daytime nudity.",review,wy8Yd_vCWDjiz9rMo4HfqA,0,0,0,337,60
mxrXVZWc6PWk81gvOVNOUw,2012-11-27,mxRy3Hf9xpNxgwMqHWHJUg,2,"i think reviews for this place are based on happy hour experiences. the food was SHOCKINGLY hot and fast out the kitchen. methinks there's some heavy microwave usage going on. the interior of the restaurant is and dark and fancy, but the food is mediocre and overpriced.  in fact, the roaring fork became both a barometer and a joke for the remainder of our visit in scottsdale.

if you want an equally priced meal with amazing food, yelp something else closer to oldtown (might i suggest something from the Baratin/FnB empire)?",review,d9DsbPMNod0rScSQQxwJIQ,0,0,0,528,91
PmPOuRvuN3CoNOi1nBj_TQ,2011-02-28,TbY0qDzbkqU5gP_UTjIKDw,3,"Ok, they should be happy that I am understanding of the flying bug that landed in my dessert and died before it was served.  Yes, I found it as I was eating the dessert, grossed me out, but not necessarily their fault.  The manager came over and apologized and took the dessert off the bill and offered me another one.  Anyway, the rest of the meal was great.  My party and I had the scallops with green beans and capers.  Yummy!  I do like Pappadeaux's overall and this is the first time I didn't have a great experience.",review,uTyIIbOvXH_XZw7OEiTiNg,0,1,0,522,98
It8Q9-l1EEtTr9NPpTgGPA,2009-12-31,g_rBgIUPJER87CLkOSfY_w,2,"Had a fun UYE get-together with Brian S. & Norm R. today to give this little Venezuelan cafe a try.  I had a Carne Esmechada Patacon, which is a sandwich with slices of plantain for the top & bottom, fried crisp.  (A plantain is something like a huge banana.)  Inside was a moderate amount of shredded beef & some other things.  It was good, but it cost $6, & for a full-sized meal you would have to add a couple of other things in the $4 range, & end up at about $15 for your lunch!

For half the price, I would give it twice as many Stars.",review,ikm0UCahtK34LbLCEw4YTw,6,8,3,541,108
9Y3aQAVITkEJYe5vLZr13w,2009-07-17,qA0jXJZYXtIPnti1KiHjRg,4,Good food and freindly staff. They have a nice selection on the menu. After seeing the table next to me I wish I'd of had the house specialty....blueberry pancakes. Next time........,review,KlLDE4egzf9VruPheiXHMA,1,1,0,182,31
QAWdgDgWaFJYzJ2pGDjmdw,2011-09-05,10teqvIvfwrnvTDvpMGyZg,4,"I love this outdoor mall.  It's clean, it's open and has a wonderful restaurant selection.  It doesn't have a huge amount of stores but the stores it does have fits the bill. Now that it has J Crew life got a little sweeter.  I really miss the Border book store, however. 

Some cool Biltmore activities are yoga in the park and movies in the park.  The movies are usually classics and happen during the fall.  Another bonus, is it's super dog friendly.  If you have a four legged friend to walk around with, make sure you walk to the east end of the mall and visit Arizona Humane Society's Petique to visit the other pups.

Happy Shopping!",review,5hIcclyqd9yelg2BlsiXBg,3,2,0,640,117
7_zL7NX_rDFwhbLp98PwZg,2010-01-03,MNFvGY1zUVGQlImzqvMFQw,1,"10:30pm on a Saturday night.  My friend and I try our second attempt at sushi for the night (see my review of Pearl for the first).  Place is hopping.  We take a seat at the sushi bar.

The Waitress:  ""Are you girls going to be ordering sushi?""
Me: I have a sushi menu in my hand, ""yes.""
Waitress:  ""Would you mind putting it in soon because they want to go home too.""
Me: What the fuck, bitch. ""Uh, ok""

Dear Ra Waitress,

I'm sorry if I kept you or any other employess, especially since I finished eating my roll before your kitchen even closed.  It was completely ok to rush me, even though I had no intention of staying all fucking night and even though plenty of new sushi orders came after mine.  I was hardly the last customer in there.  There were people all around me ordering sushi, so I'm still unclear as to why you needed to rush me.  If you were in such a hurry- why did it take you longer to bring and process my bill than it did for me to eat your food?  Maybe it was because you don't know how to count, since you gave the wrong amount of change and I ended up having to tell you the correct amount since you couldn't count it on the spot.  I like Ra for the atmosphere, something you completely ruined.  Thanks for that.   

Sincerely,
Morgan",review,rjlb-7-JcmM6fR64ZpyTug,4,9,10,1260,241
KIgkwPEOxbfdeCk0ltycOQ,2009-10-19,Ya1QU03ysxWG1zKaBXI0iQ,1,"What ever you do don't waste your money here.  I am not the person who likes to send food back, in fact I hate to do it.  I had no choice here, this was by far the worst mexican food I have eaten.  The food has such a horrible after taste.  I not only hated my meal but tried my boyfriends as well and it was still terrible.  The service compares to the food, we waited forvever just for a server to come over and greet us.  I wouldn't even recommend this place to my enemies.",review,tVUVDWC-RDaf8GN4-7-iXg,0,1,0,476,96
WaO_hAunQrZ--vI308rHQA,2012-06-28,5JVIkHaT8zb3AB9UzdcAuA,2,"Last summer when I was in AZ I ate here a few times and it was always great!  I love the pulled pork sandwich.  I ate here while I had family in town a few weeks ago and it was nothing like it used to be.  The sandwich was lacking in flavor, they didn't have the same sides they used to.  We got these fried potatoes which had way to much seasoning on them, none of us ate them.  This place has gone way down hill, I won't be going here anymore.",review,Hj8GsWV3454SmqhhK-LCAg,1,1,0,445,92
Lx4ZFP6dIMzi7Ib-ljV-ww,2012-01-02,-TTuzwXV6Hj7FmZBKgGn7g,2,"Personally, I used to come here a lot more often than I do.  I've noticed, what I feel to be, a rather slide in the quality in the food.  The carne asada burrito I recently got tasted okay, but the meat tasted lesser quality than I was used to.  The guacamole was a bit thinner than i like.  I gave them this score due to them having much better history with me and I hope/think/suspect  they had a weak day.  If they do better or worse next time, I'll post something that will reflect it.",review,zJ7Rvp193kl9L0ue-rDxyw,0,0,0,489,95
IVc23uY-36WUNYoIbz42Fg,2009-01-15,_pmYOW52o5wenplbAcu5wA,4,"Lame joke alert :
Okay, I think I have switched over to Switch , I am finally making a switch to Switch  whew almost over , after you try Switch you'll never switch.  And done.

Thanks for letting me get that out of my system.Lunch today was delightful. Mom and I were downtown playing around and we tried Switch for something new.  Glad we did.  

Our server Matthew was helpful, courteous and efficient. He really made the good food stand out .  For being at the peak of lunchtime it was nice to see the restaurant wasn't packed but they were well prepared for the lunchtime crowd.Food was served fast without feeling rushed. Drinks were filled promptly without hovering.


We had the Beef Galletta , a puff pastry with mushrooms, tender beef, brie , onions and a light sauce. Great size not too much but definitely filling.  Mom had chicken chop salad that looked fresh and tasty.  She really enjoyed it.   I look forward  to coming back and trying other items here.",review,tdNV2Wb0LrFpm1Yfov_Klw,8,7,8,969,172
B-FG89Jw729_i5rfA7FT7A,2012-09-07,hghI4qb8mDNGko2GSHx3Ew,3,"I'm always on the lookout for a morning coffee place  and decided to stop at the Coffee Bean. Since I am always interested in trying new places, it looked inviting and clean, and was close to where I was going.They had the usual items you find in a coffee shop, and there was ample seating, with outside tables. That said, it wasn't anything out of the ordinary. However, if I am in the area, and need coffee to drink while reading my newspaper, this is a good option.",review,w_hcSjqLeSZQL9Rx1UP-Tw,0,0,0,468,88
MAfc2V_EVtyR9rMxxEAPLg,2008-10-26,FSFkimdBRyZ3fEDbosRaLA,4,"I went to Khai Hoan yesterday and ordered the rare beef pho.  Now, this is the first time I have had pho before and I would say it is much like a glorified bowl of Ramen Noodles.  That said, it was good.  To me, not great, just good.  We got the combination appetizer plate.  The spring roll was amazing.  The crab was great.  I didn't like the ""egg roll"" as much as I thought I would, but it was definitely fresh.  I had fresh coconut juice to drink and it was delightful.  I would go back again for sure, but I would be ordering something other than the pho.",review,cHnlIFP5WwJRer7_C2NUng,1,1,1,560,109
fjAQGf-iJlVjD2vizzuORQ,2010-01-18,lZs33WvY-jdJgXDebwCOBA,4,"I have not liked one bar at all in Scottsdale, AZ. This was the first one! A semblance of a normal crowd. We ended up talking with some weirdo local chick, thought they were trying to do some kind of bizarre swinger plot, and they kicked rocks. Some friendly people in there though, all enjoying a good time singing and dancing. Maybe it was because I was inebriated, but the Karaoke was outstanding. These two chicks really belted it out last night. I had a really good time drinking here with my friend. They sell Heineken 22 oz bottles here. I thought that was pretty cool. My friend said ""Headband is the best"" about this place, I have no idea what the means though.",review,ACCUr3Ydw5XyPCmoIEdnpw,0,0,0,670,124
86rvPGDd0Vq2O1UNOtF9dg,2010-08-13,T6oH3f5iDHcRxEyjW2yXGQ,5,"This place has amazing frozen yogurt! I had the strawberry with small pieces of fresh strawberries! It was a wonderful treat in this heat, since it's yogurt and not ice cream, it's a little bit healthier.",review,7HDDL2FWibF3rGOZBH2IHA,1,2,0,204,36
rlQCMHmaMjPzEh3BeaDkIg,2011-06-28,cy1lA0PTgjblLq9oFrdfvA,2,"i'd rather go to amado's!

the only thing that's good here is the bean dip, and i'm only saying that so that i have something nice to say.",review,V9vStLuNc4aqZO_GK2VTuA,0,1,0,138,28
Xbxve72Hp5cWWj96ThGNtg,2008-07-12,A-wOtYNvykVyHT8015Chtg,2,"I've been to three Pizza Picazzo locations, and this one absolutely blew,. The reason? Service with a capital S. I invited a very large group out to lunch (made reservations the day before).  The waitress was rude, rude, rude and completely incompetent. When someone asked how large the slices were, she answered 'regular."" We kept waiting for her to laugh or smile, but she never did. It turned out ""regular"" was her answer to just about everything -- we now use ""regular"" as an inside joke at the office. She also kept us waiting AT LEAST an hour and a half for the check and was largely a mirage during the entire meal. Worst service EVER. 

Food was good (though I agree that it could be considered overpriced), but that was completely overshadowed by the horrible service.",review,28MSq7NWzcLCGYXkX2p9KQ,0,1,1,777,137
EdPa3d82Dq_za2Wf7Dtysw,2008-02-24,Gf-Vm7zIjC63hmHSCEN4vQ,5,"Their frozen drinks carried me through last summer. They have free air (for your tires) and water (for the radiator) at every location I've ever been to. Their hot sandwiches, though greasy, aren't TOO greasy and actually taste like food. The coffee is pretty good, and they have more ways to tart it up than Starbucks does. QT frickin' rocks.

And BTW, the QT stands for Quick Trip.",review,cTQOEKBVSqrsyVl2Ssyolg,0,1,0,383,68
aRkYtXfmEKYG-eTDf_qUsw,2012-11-08,tuvjALQppER6ij1F9yRTMw,1,"I can overcome the hipster sneer and accept that I am an uncool blemish in a world full of cut-off corduroys and patterned leggings. What I cannot and will not get over is an unapologetic staff whose epic error led to me breaking 5 years of meatless eating because of an order mishap.

I ordered the red pepper tomato quiche. After 20 minutes waiting for the quiche to warm in what appeared to be a 200 degree oven, I double checked to make sure my name was on the plate at the counter. When I dug in for the first bite, a wave of nausea and panic washed over my after realizing this was a piece of the bacon spinach quiche. I returned to the counter and explained that I had ordered the vegetarian quiche, and the chic who took my order asked the chic behind the counter which one she served, because she was sure she got it right. The chic in the kitchen said she put them out in the order she got them. Then they spent some time looking around in confusion and murmuring a bit,  meanwhile all the quiche had been sold. So the counter chic simply turned to me and send, ""well we don't have anymore of that one.""

Thanks. I told her I was more upset about the fact that I had just put bacon in my mouth after 5 years of no meat than there being no more quiche. She did give me my money back, but no one apologized or offered me any recompense. I'm over you being cooler than me, but I'm not over you having no soul.",review,FHDI8M5sm6lrZXNUBZAOfA,3,9,3,1416,277
oIkwj10HmUiognO68j7jOg,2009-05-05,hqpTT_eLPiQlb7-77zUo3w,1,"I went today to meet my daughter for lunch.  We are both big sushi enthusiasts.  The interior and atmosphere was beautiful.  Well appointed.
The service was excellent.  We ordered edamame, was good...nothing to rave about.  Not much you can do to mess that up.  Drinks were well poured but exspensive for what you got.  Ordered five different sushi rolls.
All five were bland, not much flavor and stale.  The fish was not fresh.
Paid $12 for a soft shell crap roll and it tasted days old.  Will not go back.
Did here they have good pizza and a happy hour at three.  My daughter says to give it another try.  We'll see... I'll let you know if I do.",review,kBM2vv1yEDqByi5FvucHYw,2,3,2,647,119
8gJ-0SrGeUcRXgqZtrYLDg,2012-04-01,1NnqnOiV_totNbpK0YA-gw,4,"Not much to write here. I always park on the Sears (upper level) side when I visit Chandler mall. My last visit to the mall, I ended up buying a luggage set on sale at Sears. The cashier was helpful and even checked to see if all four pieces were present (I didn't even think to, LOL). Four stars. No negative feedback to report.",review,k5bDN0HquYYiScd5Tz41Pg,0,0,0,329,64
R4zcw0jq-gMgDtPyCjwnew,2012-08-18,W31rbleIX9NdRdkEBdEO_Q,5,"The best fish tacos, period!  And I hate chain restaurants!",review,ZKz2htCNEjDUPqiImJhHrA,0,0,0,59,10
-UT6IHfVW_2yzz1bf8WI5g,2012-09-19,1DmZ5gHhff5CgZ_lqaPyHQ,1,"Love the idea - vegan Mexican. Have tried to eat there twice. Both times checked their FB page for hours, both times they were closed. Called their phone number, no one answered. No sign, no explanation on FB. Pathetic.",review,_caYjV_hptPhQTYCxUaqzA,1,7,1,219,39
i9LWPgDrCRaHfXpSk4TjUQ,2012-03-14,TH5M4pgyEGrKWj9Rx2XGJg,1,"And then it all changed...

I think this is my very first review that has been demoted to 1 star after being on the coveted 5 star for a long time. 

So, where do I start. After feeling dog sick for a few days, I finally decided to ""walk-in"" to this place because that's what they do now supposedly. They take walk in patients who are seen by the NP. I signed in at 8:20 and was not called in the back until 10:00am. Then I waited another 35 minutes for the NP to come in and see me. By the time everything was over, it was 11:00am before I walked out of this place. 

I asked to talk to Brenda, the office manager and was brushed off twice. Supposedly she is going to call me but would not see me when i was there for two and a half hours! I guess she didn't have the balls to face me at that point. What could she have said really? 

The front desk lady did a screw up and let another walk in patient go before me even though he came 10 minutes after I had already signed in. When I pointed that out, she said he came before me and I had to show her the sign in chart. Instead of apologizing, she just kept doing what she was busy doing without acknowledging her mistake. 

When the NP did come see me, she missed a couple of key things in my chart that she totally should have asked me about. I was quite appalled. I had to point out a deathly allergy that I have even though it should already be in my chart. 

My final analysis: In my opinion, don't go here if your health and time are valuable to you.",review,zhVOlwBuEgdGlHjwgVf3Jg,0,3,0,1507,303
LuTLXVyJvgshMlXTBw-Now,2010-03-28,DWFfqGlj3mJX8jextYj9Pw,4,"i love this place and their food!
what i mainly love is that their prices are extremely reasonable now so i can go more often.
their steaks are very good as are their ribs and chicken
as for appetizers, i love the signature Bloomin' onion and i recently tried their wings and i love them! it must be the seasonings and sauce
they taste very different.
and the service is alway excellent 
but when you do plan on going, make a reservation to avoid waiting too horribly long",review,cqPcKMkgfWc5lu3ltuLdFg,0,0,0,472,88
AqbgC7Gul5Es1rRzGNLDFA,2009-03-03,C0_XvWKIc6WU7Br95pvcNw,3,"I am not happy with Sprinkles, but I can't really subtract stars because I make better cupcakes than they do.  Let me first start with the location.  It's very stupid.  Very easy to miss and it blends in with everything else.  No personality.  I guess when you are so famous though, you don't need ""personality"" to get people in.  Second of all, I hate Scottsdale.  Again, I can't subtract stars for this, it doesn't make sense.

As for the cupcakes, they are really only okay.  I will set aside my disdain for chains and judge solely on the quality of the cupcakes.  I ordered a red velvet and a peanut butter chocolate.  The red velvet was very plain.  It lacked the subtle cocoa flavor and the lovely tangy flavor of the buttermilk that should be peeking through the copious amounts of red food coloring.  It wasn't.  I just tasted red and cake.  Not really that great.  To top it all off, my cupcake crown popped off the second I picked it up.  This pissed me off.  It essentially ruined my first bite.  At least I could still eat it.  The cream cheese frosting was so-so.  I really like a big bold cream cheese flavor to pair with a red velvet, and this was barely tangy.  It was super sweet, slightly grainy and it got that crust on the top from sitting out too long.  The red velvet overall was kind of meh.

The peanut butter chocolate was definitely not what I had hoped for.  The cake was very dense and peanut buttery, but lacking in sugar.  It was studded throughout with chocolate chips.  The frosting was chocolate, and it's texture was nice and smooth.  It was covered in chocolate jimmies, I just love those.  This cupcake was okay.  The lack of sweetness in the cake made me wished it was saltier.  A saltier cake paired with the delightfully sweet frosting would have made for a much more grown-up and sophisticated cupcake.  It was just okay as is.

Sprinkles, I will not be back.  I don't like you.  Good luck in all you do though.  I would never wish bad things on a cupcake bakery.",review,W_QXYA7A0IhMrvbckz7eVg,1,2,2,2003,364
uEJQSIjWui-TDWXaGlcqyQ,2012-01-23,W6J6noCNjNBom36-avS-Rw,3,"I have never been into soul food per se, but my husband woke up craving some chicken and waffles, and well, you can guess where we ended up. We were so pumped that there was Kool Aid on the menu, so we ordered that immediately. I don't know why every restaurant doesn't do this... Kool Aid is amazing. The service was decent - our waitress was quite friendly, and the food came out quick. I got biscuits and gravy, which was pretty delish. The gravy was thick and filling. So filling, in fact, that I couldn't finish them. I also got a side of mac and cheese which was not great, and I didn't eat a lot of it. Overall, I'd give this place a solid 3. I'd come back again, but mostly because my husband thought it was some kind of wonderful.",review,PDRWbCZa92irf8mK5X_Kig,0,1,1,739,143
