business_id,date,review_id,stars,text,type,user_id,cool,useful,funny,text_length,word_count
vxPPpj5jJKO8DtapF5S-NQ,2010-03-22,7cVUEyUE_rOT9AXdxfmKWg,4,"Pupusas?? As a hardcore Mexican food enthusiast I was intrigued by the concept but barely able to figure out how this fascinating dish was pronounced.  I am proud to say that I am a HUGE fan of pupusas now.  

Salvadoreno popped up in a search of mine to find a low-key, nice Sunday night place to relax and enjoy some food.  It definitely was worth the visit to an interesting part of Mesa.

The restaurant is very similar to a lot of Mexican food restaurants anyone who has lived in Phoenix will be familiar with.  One room with several tables and a counter with interestingly-named dishes posted behind it.  The waitress was very friendly, but I will say that knowing a little Spanish helped.  My girlfriend and I both ordered the Pupusa combo platter, real risky based on other reviews - I know.  I went with Pollo and the revuelta mixed with pork, cheese and beans.  She had the chicken as well with carne asada.  This little dish is fantastic!  I think next time I'll just stick with getting two pupusas because I was extremely full and did NOT need to add rice and beans to the mix (although those were good too.)

The only disappointment was the fact that Independence Day was on the TV in Spanish, but the volume was too far down to hear.  I'd love to hear the voice-over actor for Will Smith busting out a ""Bienvenidos a Tierra, P***!""

On a more serious note, I look forward to heading back here as soon as possible.  I'd love to try the Ceviche, as it's on the Best of Phoenix list, and there are a few other dishes (think breakfast) that looked intriguing.",review,mQba83gB018LlGt51r80ZQ,1,2,1,1569,286
UdXn5e3o_biQoUNv0L-RYQ,2012-10-04,tSePYTPN6D_krV-luDQzYw,1,"This place is the classic bait and switch joint.  I ordered through the drive-thru and told the person I was ordering that I had a coupon for a ""buy one-get one free"" Chicken Tender Sandwich,  The bun was hard and not at all like the picture on the coupon. The two small tenders were extremely rubbery and looked like they had been retrieved from the trash can after they had been tossed for being under a heat lamp too long. The lettuce was the part that most people toss when cleaning and the tomatoes were thin and pale and looked like they had been genetically mutated . . .uhh, I mean grown.  This wasn't the first time the server manager did this to me. I should have known better. I used a coupon a while back there for a buy one, get one free breakfast burrito and asked that they prepare it to look like the picture that appeared on the coupon. My bad!  When I got down the road and reached into the bag to take a bite, the cook had apparently taken an onion and diced it up super fine and threw that in with it.  If you want a decent hamburger or chicken sandwich without attitude and that looks as advertised or better, go to smash burger. As for this place, never, never  again.  The only good Carl's Jr. I have found in the valley so far is off the Superstition (Hwy 60) and Tomahawk.  From the Manager down, they strive to live up to their advertising.",review,bll2HbgcSl2eXWE7E2uXaw,0,0,0,1366,260
FV0BkoGOd3Yu_eJnXY15ZA,2012-09-03,txNFKQGKG1XDBa7h1u4hYg,4,Good Date Night Spot!!!  Went here the other night for dinner and it was really good. I had the steak and my wife had the casa dilla of the day.  Both were cooked to perfection.  Sometimes nicer places have really small portions and seem to pay more attention to how pretty the dish is instead of how good it is but this place was spot on with both presentation and taste. We did not have a reservation so we sat at the bar which has full menu service.  The bar wraps around and near the men's restroom there is some additional bar seats that nobody sits at.  I thought this area might have been a little more private than some of the two person tables.  I also thought it was cool to be able to see into the kitchen but that might only be appealing to me.  The bartender was very knowledgeable and checked on us several times during our meal.  This place has a good vibe for couples doing the date night thing but there was also a table of 6 near us who were also having a good time.  Cowboy Ciao is a win win.  The desert donuts are ridiculously good as well.,review,kWq7Imvce6pLqHaccV1zbw,0,0,0,1061,205
LWtoosGlzTOp8A73Jh7cQw,2010-11-08,1FLzfSSQMNekqAaMC0jyOA,4,"There are many other reviews which extol the virtues of this location. I just wanted to add some of my experiences as well as a few observations.

First off, at the time of this writing I've been in Phoenix for about a year. Learning about all the necessary places to go in a new town, I had the opportunity to rate businesses objectively (not like 'My mom always went there so I do too...')

Fry's became a standard 'go to' place. Their hours are great (5 AM to 1 AM). There are many locations, and their prices are very competitive. They also have a convenient VIP card and electronic coupon program.

Specifically to my needs, this location has a good pharmacy, an organic/health selection and a well stocked bakery and deli (for parties and special occasions). Their parking is reasonable and the lot is well kept/secure. There's also a Chase branch nearby as well as a Best Buy, Staples and Old Navy. On Wednesdays there's a Farmer's Market just across the street for everything else I can't find here.

Not all Fry's carry the same things. For instance, I can only depend on this location to carry pita bread, garlic naan, large Fage yogurt as well as the Mexican version of creme fraiche. I appreciate this greatly.

One word of caution, be firm with the staff at the deli. Take a number, insist on their attention, and don't let them gyp you with small wings or the bottom of the pasta selection. I know some of them don't care about their job, but don't let that ruin your experience. Remember: they're probably making minimum wage.

Oh, and the other reviewer's comment about the parking is accurate, although I'm not sure what they can do about it as this is a mall complex.",review,mbgppRfYH0kC7p7X2VPcGg,0,0,0,1685,302
qsWxbgQwuomXvMseg23DGg,2009-10-14,OkMx40GPIN65mbj1wN4twA,3,"While in Phoenix for about 36 hours, I lunched at Hooters twice. It was easily located across from my hotel and it was a weekend, which meant I could catch both the collegiate and professional football games as well as playoff baseball.
 I take Hooters for what it is, pretty decent fried food, a restaurant that caters to men, and always has a game on. This in mind, I didn't anticipate anything other then a beer and something to eat.
I sat at the bar both times and the bartender, Brittany was extremely friendly and made a point to learn (while IDing) and remember everyone's name-- which I thought was a nice touch. She was always willing to change channels to make sure everyone's game was being aired which was appreciated as well. They have a good football special-- 10 boneless wings with all you can eat fries for $5.99 during any football game.  The $3.50 25oz Shock Top beers were a deal as well. 
It was odd for me to see a kid's birthday party in the restaurant on Sunday, but to each their own.",review,3cfqpTfcpfHoaSkYM26dUw,3,4,0,1009,186
N84LyJdpPLoGc6Pg2Y46iQ,2011-04-18,--DazeDpOApabZnIOIPSrQ,5,"I don't know why I waited so long to visit Yogurtology; it's located conveniently next to my Safeway.  Why did i wait so long?!

Yogurtology has perfected self-serve froyo.  The flavors are spot-on...lemon meringue, birthday cake, NSA coffee, peach mango tart, cheesecake, mango, rootbeer...the list goes on...I always end up getting oatmeal cookie.  It's made in-house with real oatmeal cookies.  We're talking oatmeal cookie literally IN the froyo, none of that artificial flavor crap.  It is incredible.  

Instead of having little placards for the flavors, there are digital Sony TV screens that describe each flavor and a brief nutritional run-down.  Very high-tech!

The selection of toppings is unparalleled--baklava, three different kinds of twix and milky way, brownie, chocolate chip cookie bar, chocolate covered waffle cone, premium fruit and nuts...anything you can imagine, Yogurtology has it.  

Not only that, but the shop is impeccably clean, and the staff are consistently cheerful.  This place blows Yogurtland and Yogurtopia AND all other Yogurtology locations out of the water!!!

This is where you want to go.",review,qZrArI2ohkYkQlELl13BKQ,0,2,0,1131,172
yJMLD-6AggZNdC-GonVBsA,2011-02-03,f0r0hCMp_aSekTY_6gX1ZQ,5,"True fine dining has come to the Valley.

If you are looking to have a special dinner, this is the place.  And plan on spending 3 hours as it is a true culinary experience.

The tasting menu consists of options of 4, 5, or 6 courses, and they can be paired with wine, if you like.  This is the way to go and even for tasting portions, they are not micro-mini.

The choices for each course are extensive.  At least 6-10 each.  AND, the coolest part, is that you won't find any ingredient repeated twice.  NONE.  Yes you might find tomatoes in the same night, but they won't be the same type.  That's not easy to pull off, considering the variety of the menu.

But, while you are between courses, Chef Binkley will send out numerous amuse bouche - which, if you don't know, are tiny little one bit or one gulp appetizers like, mini sliders the size of a half dollar, or pancetta mousse in a shot glass.

We ate there for my ex-H's bday, and had 8 amuse bouche.  Also, if you let them know in advance you are there for a special occasion, you will get custom printed menus for everyone at the table mentioning the special event.

The ONLY drawback, is the atmosphere.  It definitely doesn't fit the quality and beauty of the food.  But, I still give it a 5, as the food is superb.

If you are a true foodie GO. I was excited the whole meal, as I couldn't wait to see what came out next!   If you are a meat and potatoes type with an uneducated palate, save your time and money, since you won't appreciate the menu at all.",review,N69-RgMXqRaZbIBbx2eH2w,2,1,1,1518,288
l1kqHWtICTNk8TdCNisf5A,2011-07-27,W_qMZdQxDLlIuYesPA6rJQ,5,"i moved to the tempe area about 2 weeks ago from socal, the mecca for asian restaurants.  since moving out here, my only taste for asian food has been panda express.  well, i was craving teriyaki last night but had no idea where to go so i did a search here.  tokyo house got a bunch of great reviews and everyone mentioned a cool old man behind the counter so i just had to check this place out.

as soon as i walked in the door, i was greeted by the old man...from across the joint, behind the counter, mind you.  he was SUPER nice and SUPER funny!  

checked out the menu and the selection was a bit overwhelming!  they have every teriyaki dish available, and bunch of fried rice and noodle choices, and for those that like rabbit food, vegetable dishes.  i was a bit surprised though to not see gyoza or pot stickers on the menu...was bummed out about that.

i had a hard time deciding what to get but remembered Sarah W.'s review of the house chicken, so i went with that.  i went with a large order and let me tell you; if you're hungry, you definitely will be stuffed after a large order.  the dish was very tasty and delicious and was definitely overflowing with mushroom.  i love mushroom!  the house chicken is supposed to be spicy and although it had a little kick, it wasn't the ""spicy"" i was used to from asian joints in socal.  i wish it had a bit more rice, though.  either way, the dish was great!  i would definitely order it again!

i highly recommend this joint.  you will be treated well by the cool old man behind the counter, the place is clean, the servings are generous and the  price is cheap!",review,nYJ07jJ45QxsxfvHObwj-g,0,1,0,1618,304
IdnYOlL9aDfMu_S2kcaUkQ,2012-11-15,OQhXgCGbH3W6kS9q-_DusQ,1,"One hour. That is how long we waited after ordering before we decided we would rather eat anywhere that wasn't here. A crushing, impressively underwhelming experience in lack of service.

We arrived, found we had free valet parking? With a teensy parking lot, this works, thank you. A good selection of indoor and outdoor seating? Also a plus. Setting expectations and/or taking care of waiting customers? FAIL.

On a beautiful AZ autumn morning we came here (tho we entered Rockerij). We asked to be re-seated outside because inside of Rockerij is dark as a tomb and had loud, conversation intruding, music. We were reseated by the fireplace, and a waiter came over shortly to take our order. Bam. So far so good...or so we thought. 30 Mins after placing our order, I ask another waiter to check on the status of our food and he cleverly asks about what we ordered (exactly)...so we think it is being taken care of. 40 MINS after placing our order, I have still only had my coffee refilled once...and had to flag down another waiter to inquire about the status of our food again, because our actual waiter is nowhere to be found and the previous ""drive-by"" waiter never returned. A few mins beyond that, this guy actually comes back and indicates that our order is nearly ready and should only be a few minutes longer. Shortly thereafter OUR waiter stops by with comments of: 

""I don't know why it's taking so long...""
and
""I put the ticket in right after I took your order...""

So...as a waiter...maybe it might be part of your job to check on the status of an order say...15mins after bringing it by the kitchen? Perchance? What do you think?

FIFTEEN (15 == few?) minutes later, we still had no food and I'd had quite enough. Out the door we went.

On a comical note: As we were outside (another 5 minute wait because the valet had our car either parked in Egypt somewhere or tandem?) our waiter came out to find us to let us know that our food was ready if we'd like to come back inside?

Oh R E A L L Y? The Clue-Delivery Train will be visiting you shortly. Facial cues you may want to look for in the future are:
1) the furrowed eyebrows
2) fuck-you facial expression
and
3) curling fists

It seems that we are not alone in this. Courtney W.'s review (10/14/12) is representative of what we experienced.

I am dumbfounded how they have any good reviews. There must be a serious drought of sit down restaurants in this part of town, because this crap would never fly where I live. I cannot tell you how much I am looking forward to NEVER COMING HERE AGAIN.

P.S. They own 3 restaurants apparently: Richardson's, Rokerij, and Dick's Hideaway...all right in the same area (Rokerij and Richardson's being attached). 

P.P.S. They all serve the same menu. It is NOT amazing. I have previously been to Dick's. Yes, it is good. No my socks did not come flying off.

P.P.P.S. ProTip: Drive down to Central Phoenix and go to Durant's, Portland's, Switch, or Fez. All of these places have exemplary service and food to match.",review,vKZSrW5pXNHZrl6_Vq8xyw,0,2,0,3023,542
9yKzy9PApeiPPOUJEtnvkg,2010-05-08,yLDTP6tFzKTd6RAYP0mrgg,2,"I so wanted to love this place. I'd heard great things about the food, love the concept and was looking forward to a wonderful experience. What a disappointment. 

We were seated within 20 minutes or so of arrival, which was great considering the crowd. It was nice to have somewhere to walk around, and we were able to serve ourselves tea and coffee while we waited. 

Once seated, however, it took 20 minutes for anyone to take our order, and another 45 for the food to come. Our food arrived cold. Husband and I both ordered eggs ""over medium;"" mine were runny and undercooked, his were hard and scaly. ""Home fries"" were a mound of mushy, under-seasoned potatoes. We were offered jam when the food came, but the waitress never returned with it. My husband asked one of the other staff if they had any jam, received a curt, ""yes"" as a reply, but they didn't offer to help in any way. 

For the prices (average $10 plus $2.25 for a self-serve drink), I can think of many places I'd rather spend my dining dollars. Yes, the grounds are lovely and I like that most of the food is from local suppliers (which does not mean it was raised on THIS farm, BTW), but there are many lovely patios in Phoenix with much better food and service.",review,m011mMHSFa3nXSk5anCVKA,0,0,0,1233,227
KPoTixdjoJxSqRSEApSAGg,2011-10-22,HqEufBNvAJbt-BAul4TYTQ,3,"Enjoyed dinner on the patio - I had the Pad Cha Seafood dish rated ""Thai hot"" - the so-called hottest dish on the menu.  The person I was with ordered the ginger fish - mediocre at best, although it looked great with a variety of vegetables and pineapple.  I felt the dishes looked better than they actually tasted.  The seafood (mussels, calamari, salmon, shrimp) in my dish was very fresh but it wasn't Thai hot at all.  The ambiance of their patio was enjoyable and the Thai iced tea was very tasty although a little too sweet towards the end.  Overall, I will probably give this restaurant another try in the future but I wasn't very impressed with the taste of the food.",review,bomxdD965gZr9j4iuUIqjw,0,0,0,675,123
ezh7DWNch2eNHTUyAnV7lg,2012-09-23,iKrrAL_IIdM4rsxJexg_iA,3,"I really want to gives this Sprout's location 4 stars but over the past few months when I get a deli sandwich the bread has bean stale 1 out of 3 times I'm there so I can't do it. If this Sprout's can consistently not give me stale bread I'd be happy.

On to the rest of the store....
Sprout's is a great farmer's market with a great selection of produce as well as great meats, seafood and cheeses.",review,ysg-bL8JKUcnJ1ks5RB2pQ,0,0,0,399,79
nqD620A6r3hcysgkQ6w30g,2012-07-12,2pMxoxw9ZGb1W1aOiAnQ7w,3,"The people who are either stocking the shelves, cleaning the floors, or behind the counter have all been polite so far. I have nothing really bad to say, but nothing really great either. Keep perservering...maybe I'll write another review when something outrageous happens :)",review,mRAPMBM3dbw8KXNit1aDCw,0,2,0,275,44
TfTlOE6h9E9o34dEkw9L_w,2008-01-06,tjqfVRjQ9kE1p_JykZXlqA,3,"I'm somewhere in between three and four stars. And, I know there are Yelp ""Talk"" events taking place right this very second as I sit to type my review, and it is for this reason I appreciate what anonymity I have so I won't be egged as I walk out my door in the morning. And, it is possible that I expected something earth shattering within the vicinity of so much greatness (read: Pizzeria Bianco)

First of all - I had to approach the bar for service, refills and a check. Granted there was one guy running the place at 3:30 in the afternoon, but my friends and I were three of five people at the entire property. They weren't busy. 

We sat out on the patio and watched all the folks across the walkway start to congregate outside Pizzeria Bianco in the rain. It was an unbelievable an hour and a half prior to opening, they have at least two seatings of Guests waiting in the rain - I swear there's got to be something addictive in that crust. I love Bianco, I do, but I am also (sometimes) very logical. Show up at 5 p.m., go find a great patio table at the Rose and Crown, or Bar Bianco and have some wine for a couple of hours prior to dinner - don't stand in the rain for an hour and a half!

But, I digress...we're discussing the Rose and the Crown. Okay. Cute, compartmentalized rooms, yes. Homey feel, yes. Good selection of beer, yes. Good wine, no. Well made cocktails, yes. Menu, eh, okay. Service, eh, poor to okay.  Patio seats, rocking good! The trees changing colors, yellow leaves everywhere, perfect. People watching, phenomenal. Fish and Chips, pretty good. The friends I shared the experience with, too good to be true!",review,CJkY0WOCNfCuv0HAbB2cjw,2,1,1,1641,304
PmPOuRvuN3CoNOi1nBj_TQ,2011-02-28,TbY0qDzbkqU5gP_UTjIKDw,3,"Ok, they should be happy that I am understanding of the flying bug that landed in my dessert and died before it was served.  Yes, I found it as I was eating the dessert, grossed me out, but not necessarily their fault.  The manager came over and apologized and took the dessert off the bill and offered me another one.  Anyway, the rest of the meal was great.  My party and I had the scallops with green beans and capers.  Yummy!  I do like Pappadeaux's overall and this is the first time I didn't have a great experience.",review,uTyIIbOvXH_XZw7OEiTiNg,0,1,0,522,98
tAmevVP8B7PiWxcJ0PlYVA,2012-04-07,d-V16MvLmyPG6UyHmKtTPg,3,"All I'm saying is they need to do a better job at hiring their staff. The girl that helped us out last time was on something pretty heavy. It was a school night, and we had just finished up dinner next door at Windsor. We all wanted to get something sweet, but the girl working there was so blitzed out of her mind on something. She was barely able to interact with us. Within the first 2 minutes she must have asked us 5 times how we were doing. She never once made eye contact.  I'm not exaggerating by saying she looked pretty filthy, and was really rude to boot. Maybe that's just how the poor girl is, but damn, you think they could do a better job hiring people to compliment the charm of a family oriented cutesy sweet spot. 

She turned us off so bad, that no one in the party decided to order anything.

I give it 3 stars because I've been before, and thought their stuff  was good, not great. Churn is pretty damn adorable & local, so they get extra love for that. So, for now, until something better comes along it will just have to do.",review,jt8jtEY1K6TD1FBzYa7HGw,0,0,0,1047,202
AqbgC7Gul5Es1rRzGNLDFA,2009-03-03,C0_XvWKIc6WU7Br95pvcNw,3,"I am not happy with Sprinkles, but I can't really subtract stars because I make better cupcakes than they do.  Let me first start with the location.  It's very stupid.  Very easy to miss and it blends in with everything else.  No personality.  I guess when you are so famous though, you don't need ""personality"" to get people in.  Second of all, I hate Scottsdale.  Again, I can't subtract stars for this, it doesn't make sense.

As for the cupcakes, they are really only okay.  I will set aside my disdain for chains and judge solely on the quality of the cupcakes.  I ordered a red velvet and a peanut butter chocolate.  The red velvet was very plain.  It lacked the subtle cocoa flavor and the lovely tangy flavor of the buttermilk that should be peeking through the copious amounts of red food coloring.  It wasn't.  I just tasted red and cake.  Not really that great.  To top it all off, my cupcake crown popped off the second I picked it up.  This pissed me off.  It essentially ruined my first bite.  At least I could still eat it.  The cream cheese frosting was so-so.  I really like a big bold cream cheese flavor to pair with a red velvet, and this was barely tangy.  It was super sweet, slightly grainy and it got that crust on the top from sitting out too long.  The red velvet overall was kind of meh.

The peanut butter chocolate was definitely not what I had hoped for.  The cake was very dense and peanut buttery, but lacking in sugar.  It was studded throughout with chocolate chips.  The frosting was chocolate, and it's texture was nice and smooth.  It was covered in chocolate jimmies, I just love those.  This cupcake was okay.  The lack of sweetness in the cake made me wished it was saltier.  A saltier cake paired with the delightfully sweet frosting would have made for a much more grown-up and sophisticated cupcake.  It was just okay as is.

Sprinkles, I will not be back.  I don't like you.  Good luck in all you do though.  I would never wish bad things on a cupcake bakery.",review,W_QXYA7A0IhMrvbckz7eVg,1,2,2,2003,364
nMHhuYan8e3cONo3PornJA,2010-11-01,hMTocjR3ek1Ati1pl2oKLQ,3,"* 5 stars for uniqueness - This place has very interesting food and flavors that aren't common around here.

* 5 stars for the staff - Everybody was very fast and friendly.

* 5 stars for coolness of the location and the establishment - I mean it is pretty cool that this place is in a nicely redone 100-year-old house in a cool part of downtown Phoenix.  Parking is a pain though.

However.....

Besides feeling hip, cool, urban and trendy; I also felt hungry and ripped off after leaving.  Sure, I could sit there for hours sipping saki and trying every one of their tapas and probably be ok hunger-wise but  I would NOT be ok with the $100+ tab per person that it would surely be.  For me this is more of a fun/interesting place to go before you go out to dinner.",review,rLtl8ZkDX5vH5nAx9C3q5Q,1,1,0,766,144
FqzgT9Y-Yu7jiWdHnGW-kQ,2010-04-01,HrKXwRLwt40uOlB42Z2KIA,3,"I can say that I used to love the place. Not so much any longer. 

Went over there this past Sunday at 7pm. Crowded, but still room to sit 6 of us. Here are a few simple notes to sum up the evening.

Waitress was on something. She was walking, but out of it. Forgot our order twice, and both times could not remember even taking them. Very bizarre. 
Girl next table fell over and out of her chair. No one really even seemed to notice, maybe that happens often here now. 
Place looks tired, worn out, especially the fabric on the chairs and booths outside. If you squint, you can see the old Vig, when it seemed spotless, and shiny. Now a bit tattered, along with the staff. 

If you are over 28, then I would have to say you might feel old in here. Reminds me of a spring break crowd being filmed by an MTV crew in Cabo. Very young, very drunk.",review,PV5Lv_xl3DDAcAchFJCbXQ,0,0,0,844,165
d_8bMNQd0mesbEUeq1U2kQ,2011-06-19,6hfJkOJ9WvNWiydtWKWw6Q,3,I have been by this spot many times and I needed a place to eat lunch so I stopped in... I entered the restaurant and was seated right away. But then I sat there for a good 10 minutes and watched the workers walk around  then I got to see the owners little kid decide she was going to sit with the consumers in the booth a head of me... Then the kid started crying and it just does not need to happen I was kind of shocked please leave your kids at home if they are not working at the restaurant.  I ended up getting up and asking the staff if I could just get the lunch buffet. I got a bit of everything to try I enjoyed the rice and the chicken dishes... The fish dishes on the other hand not so good the fish puffs were cold and not good and the one fish dish super fishy tasteing. The bread was really good that came with the meal... So all in all I would say I will not be going back anytime soon nothing to write home about.,review,LXWAXIeYFIdgd2JVPF-9qA,0,2,1,930,191
